sample_id,split,FW_THICK_CM,PBLI_THICK_CM,SHIELD_THICK_CM,VV_THICK_CM,LI6_ENRICH_ATOM_FRAC,tbr,tbr_pred,ci_lower,ci_upper,ci_width
109,train,3.648015710160623,66.6062554320301,26.00486607431125,15.024018326312197,0.5419303460138633,1.478617220821,1.4786084356171705,1.4434242443651373,1.5137926268692037,0.0703683825040664
110,train,1.7669721220405488,69.45664377999253,12.270660364626108,20.43984966618196,0.6459896713763449,1.541726534167,1.5416406101617481,1.506456418909715,1.5768248014137813,0.0703683825040664
111,train,1.5044482299181223,31.45501402438836,36.16952997499233,25.55291792535297,0.7639757777815142,1.536968348166,1.5371022723399717,1.5019180810879385,1.5722864635920049,0.0703683825040664
112,train,3.892586417759428,34.470143151095414,23.03402726998476,23.24431252655754,0.331026384245326,1.415226965909,1.4153303457102562,1.380146154458223,1.4505145369622894,0.0703683825040664
113,train,4.685783895880284,47.66859453420536,21.094698903522715,12.179888941275204,0.6744088100860627,1.415721417616,1.4161578241970434,1.3809736329450102,1.4513420154490766,0.0703683825040664
114,train,4.963204554715057,53.669499764963774,40.07621562061188,19.729482155115573,0.3842616994438742,1.338042683716,1.3384396660482256,1.3032554747961924,1.3736238573002588,0.0703683825040664
115,train,4.066382226682849,32.62139745491998,44.19712411312448,26.51970812455856,0.6007292675139266,1.45647034329,1.4564228107766775,1.4212386195246443,1.4916070020287107,0.0703683825040664
116,test,2.367465556172244,41.541250819699485,42.29280619278039,18.062650003685874,0.8272113299383788,1.549930022829,1.5465831368626617,1.5113989456106285,1.581767328114695,0.0703683825040664
117,train,2.070086151539658,62.53842011350921,22.30597555810504,29.856249375330275,0.403118882443012,1.52457675659,1.5248105554805396,1.4896263642285064,1.5599947467325728,0.0703683825040664
118,train,1.4963962519504774,75.93974003181461,33.645516938619394,25.77296420418585,0.4944349435499811,1.531266761169,1.5311291162045768,1.4959449249525436,1.56631330745661,0.0703683825040664
119,train,1.8121322067508256,56.68223630845314,39.085876811421095,16.067896786244912,0.5939418140647778,1.540732476299,1.5408116584102782,1.505627467158245,1.5759958496623114,0.0703683825040664
120,train,3.8331450974119807,49.3566610172828,46.394664106326914,17.954006800201615,0.8699965734147952,1.497828884006,1.4981129500679624,1.4629287588159292,1.5332971413199956,0.0703683825040664
121,test,2.4401479933503767,65.42489731111817,24.527213538823247,20.583999321786592,0.4750048023578089,1.52553215739,1.529543968836078,1.4943597775840447,1.564728160088111,0.0703683825040664
122,train,2.874956185366345,76.71842387965006,44.67047187534129,21.979821434059623,0.6423763765687229,1.529645808344,1.5329162846051683,1.497732093353135,1.5681004758572015,0.0703683825040664
123,train,3.1925846501707777,54.20056671992886,25.31298770239234,16.619381895560682,0.6366063682981999,1.515540370242,1.5156851135328138,1.4805009222807806,1.550869304784847,0.0703683825040664
124,train,1.02389466609322,72.22551785993619,16.84513190256119,23.75619054566192,0.4294312542583635,1.51237826057,1.5156273716907727,1.4804431804387395,1.5508115629428059,0.0703683825040664
125,train,1.9496811847690088,59.55514337492879,23.2434452857436,13.142191600278291,0.7688096971011034,1.547812496707,1.5476935739001572,1.512509382648124,1.5828777651521904,0.0703683825040664
126,train,3.154085509431985,46.87334723679709,15.908850606374669,26.722548282794115,0.7867625008628659,1.529394370524,1.5290774285898039,1.4938932373377707,1.564261619841837,0.0703683825040664
127,train,2.6626276283138908,64.92862058660936,18.34601475863349,25.33206492611321,0.6783190451537328,1.538681365092,1.5387804095699182,1.503596218317885,1.5739646008219514,0.0703683825040664
128,calibration,1.3724810597653927,58.619708744841375,33.13502177251061,13.50796498456205,0.5370004830865748,1.529580996507,1.5289020548925831,1.49371786364055,1.5640862461446163,0.0703683825040664
129,train,4.811612461564992,70.60575032899956,13.85600757044248,21.32228987027598,0.3748662503815484,1.349144010222,1.3490496182747116,1.3138654270226784,1.3842338095267448,0.0703683825040664
130,test,3.748506310876349,61.0658591862744,47.76580124357335,15.262310251940637,0.3036889629831795,1.41677341952,1.4523139948974213,1.417129803645388,1.4874981861494545,0.0703683825040664
