region,feature,grid_value,pdp_log10_h3
cell_2,LI6_ENRICH_ATOM_FRAC,0.3984849253125453,0.00034847585116637843
cell_2,LI6_ENRICH_ATOM_FRAC,0.4094595362502956,0.00017304602167256825
cell_2,LI6_ENRICH_ATOM_FRAC,0.4204341471880459,0.00016078318867523988
cell_2,LI6_ENRICH_ATOM_FRAC,0.43140875812579615,7.732818416644493e-05
cell_2,LI6_ENRICH_ATOM_FRAC,0.44238336906354647,5.672130487702436e-05
cell_2,LI6_ENRICH_ATOM_FRAC,0.45335798000129673,4.248171082412314e-05
cell_2,LI6_ENRICH_ATOM_FRAC,0.464332590939047,4.248171082412314e-05
cell_2,LI6_ENRICH_ATOM_FRAC,0.4753072018767973,7.539740266177453e-06
cell_2,LI6_ENRICH_ATOM_FRAC,0.48628181281454763,9.002790694317148e-06
cell_2,LI6_ENRICH_ATOM_FRAC,0.4972564237522979,9.002790694317148e-06
cell_2,LI6_ENRICH_ATOM_FRAC,0.5082310346900482,9.002790694317148e-06
cell_2,LI6_ENRICH_ATOM_FRAC,0.5192056456277985,-4.9320519944013194e-05
cell_2,LI6_ENRICH_ATOM_FRAC,0.5301802565655488,-5.2274511562913125e-05
cell_2,LI6_ENRICH_ATOM_FRAC,0.5411548675032991,-5.4518002467133515e-05
cell_2,LI6_ENRICH_ATOM_FRAC,0.5521294784410493,-9.790604031323969e-05
cell_2,LI6_ENRICH_ATOM_FRAC,0.5631040893787996,-0.0001247200556107608
cell_2,LI6_ENRICH_ATOM_FRAC,0.57407870031655,-0.00013133275409744945
cell_2,LI6_ENRICH_ATOM_FRAC,0.5850533112543002,-0.00013996798411472708
cell_2,LI6_ENRICH_ATOM_FRAC,0.5960279221920505,-0.00014185132369293443
cell_2,LI6_ENRICH_ATOM_FRAC,0.6070025331298008,-0.00014185132369293443
